Sample number,Location,Collection Date/Time (MDT),Water level (m),Discharge method,Q (m3/s),SC (uS/cm),pH (lab),pH (field),T (field),Ca (mg/L),K (mg/L),Mg (mg/L),Na (mg/L),SiO2 (mg/L),Cl (mg/L),SO4 (mg/L),Alkalinity (mg HCO3/L),NO3 (mg NO3/L),NH4 (mg NH4/L),DOC (mg/L),SUVA (L/mg/m),TSS (mg/L)
11FW487,DS1,8/24/11 10:30,0.168,M,0.023,142,--,7.65,13.4,13.7,1.07,6.06,5.05,13.3,2.95,20.5,49.7,<0.02,<0.09,1.7,1.48,<6
11FW492,DS1,9/7/11 12:30,0.192,M,0.043,142,--,7.75,11.5,13.1,1.36,6.59,4.43,11.4,7.67,17.6,42,0.09,<0.09,3,1.77,71
11FW498,DS1,9/15/11 7:50,0.195,R,0.044,130,--,7.55,9.7,11.7,1.04,5.8,4.52,12,4.23,16.8,44.5,0.04,<0.09,2,1.77,39
11FW503,DS1,9/21/11 11:26,0.168,R,0.023,165,--,7.82,9.8,15.5,1.12,7.46,5.36,13.7,3.78,26.9,55.1,0.09,<0.036,1.3,--,<6
11FW509,DS1,10/3/11 11:10,0.155,R,0.016,175,--,7.6,10.1,15.5,1.24,6.99,6.03,13,3.2,29.3,56.8,<0.02,<0.036,1.6,1.96,--
11FW514,DS1,10/19/11 11:00,--,M,0.024,161,--,7.18,4.3,14.2,1.1,6.39,5.79,12.6,2.99,27.8,52,0.07,0.1,1.5,1.64,<6
11FW520,DS1,10/31/11 10:45,--,M,0.024,153,--,7.2,3.1,13.5,1.03,6.1,5.41,12.2,3.18,26.7,48.9,0.05,<0.036,1.5,1.51,<6
11FW525,DS1,11/28/11 10:05,--,M,0.018,171,--,7.43,2.9,15.2,1.03,6.57,5.92,11.5,3.84,32.3,49.9,0.22,<0.036,1.32,2.71,<6
11FW531,DS1,12/30/11 10:40,--,M,0.014,168,--,7.3,1.6,14.7,0.697,6.42,5.57,11,3.59,33.7,50.9,0.15,<0.05,1.29,1.76,<6
12FW107,DS1,2/8/12 10:30,--,E,0.014,171,--,7.08,1.3,15.6,0.987,7.13,7.04,10.5,3.95,34.3,48.6,0.31,0.06,1.15,2.41,<6
12FW112,DS1,3/9/12 14:21,--,E,0.025,207,--,7.69,2.5,18.5,1.18,8.36,7.58,10.3,5.33,42.3,54.3,1.42,<0.05,1.3,1.66,9
12FW117,DS1,3/21/12 11:15,--,M,0.028,205,--,7.05,2.1,18.4,1.24,8.03,6.99,11.6,5.59,36.9,53.4,2.05,<0.05,1.91,1.16,9
12FW123,DS1,4/5/12 13:50,0.137,M,0.12,124,--,7.5,6.2,11,0.867,4.37,5.04,10.3,6.09,16.1,35.1,0.18,<0.05,2.42,2.09,10
12FW128,DS1,4/12/12 13:16,0.143,M,0.13,111,--,7.37,7.7,9.85,0.848,4.08,4.79,10.2,5.62,13.5,33.5,0.08,<0.05,2.39,2.13,7
12FW134,DS1,4/18/12 10:40,0.149,R,0.14,101,--,7.48,4.6,8.92,0.762,3.78,4.37,9.87,4.59,11.8,31.1,0.08,<0.05,1.98,2.81,<6
12FW139,DS1,4/25/12 11:00,0.149,R,0.14,95,--,7.25,8.7,8.31,0.786,3.42,4.18,10.1,3.77,10.6,31.4,0.07,<0.05,2.02,2.31,<6
12FW145,DS1,5/2/12 9:30,0.174,R,0.2,71,--,7.17,6.4,6.15,0.643,2.7,3.27,9.38,2.24,7.2,26.4,<0.02,<0.05,1.74,2.55,7
12FW151,DS1,5/8/12 10:20,0.183,R,0.22,66,--,7.09,5.3,5.73,0.6,2.5,3.08,9.01,2.08,6.5,24.8,<0.02,<0.05,1.5,2.53,<6
12FW156,DS1,5/16/12 11:29,0.158,M,0.16,70.2,--,7.74,7.5,6.19,0.637,2.69,3.2,9.32,1.98,7,27.5,<0.02,<0.05,1.55,2.3,<6
12FW173,DS1,5/23/12 10:19,0.165,R,0.18,66.5,--,7.63,8.6,5.91,0.613,2.55,3.14,9.33,1.65,6.3,26,<0.02,<0.05,1.47,2.22,<6
12FW179,DS1,5/30/12 11:00,0.143,M,0.13,68.9,--,7.84,9.5,6.16,0.631,2.68,3.23,9.52,2.89,7.9,28.1,<0.02,<0.05,1.37,2.15,<6
12FW185,DS1,6/6/12 10:15,0.137,R,0.12,66.3,--,7.73,10.7,6.04,0.6,2.59,3.14,9.67,1.43,6.3,27,<0.02,<0.05,1.35,1.86,<6
12FW191,DS1,6/13/12 10:40,0.11,M,0.071,74.6,--,7.53,11.3,6.71,0.655,2.9,3.5,10.4,1.41,7.2,30.1,<0.02,<0.05,1.38,1.94,<6
12FW204,DS1,6/20/12 10:51,0.088,R,0.042,91,--,7.94,11.6,7.6,0.66,3.29,3.68,11.4,1.73,9.9,35,<0.02,<0.05,1.42,2.04,<6
12FW210,DS1,6/27/12 12:05,0.061,M,0.017,104.2,--,8.08,15.7,8.71,0.757,3.74,4.24,12.1,1.96,11.8,39.3,<0.02,<0.05,1.4,2.05,<6
12FW216,DS1,7/2/12 10:33,0.055,R,0.014,113,--,8.13,15.5,9.36,0.784,4.12,4.56,12.2,2.42,13,41.3,<0.02,<0.05,1.32,2.17,<6
12FW242,DS1,7/7/12 17:09,0.177,R,0.21,133.6,--,7.13,--,11.9,3.02,4.22,3.47,8.6,11.9,12.2,32.8,0.6,<0.05,8.48,3.06,"15,136"
12FS126,DS1,7/7/12 17:09,0.177,R,0.21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
12FS127,DS1,7/7/12 17:29,0.177,R,0.22,132.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"2,344"
12FS128,DS1,7/7/12 17:49,0.192,R,0.26,130.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"1,529"
12FS129,DS1,7/7/12 18:09,0.198,R,0.28,116.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,924
12FS130,DS1,7/7/12 18:29,0.201,R,0.28,99.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"1,273"
12FS131,DS1,7/7/12 18:49,0.21,R,0.31,89.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"1,092"
12FW243,DS1,7/7/12 19:09,0.198,R,0.28,96.7,--,7.46,--,7.45,1.4,3.67,3.36,9.22,7.85,7.5,27.4,0.54,<0.05,5.5,2.49,"1,371"
12FS132,DS1,7/7/12 19:09,0.198,R,0.28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
12FS133,DS1,7/7/12 19:29,0.198,R,0.28,94.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,535
12FS134,DS1,7/7/12 19:49,0.201,R,0.28,93.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,437
12FS135,DS1,7/7/12 20:09,0.201,R,0.28,93.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,337
12FS136,DS1,7/7/12 20:29,0.21,R,0.31,93.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,427
12FS137,DS1,7/7/12 20:49,0.198,R,0.28,94.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,606
12FS138,DS1,7/7/12 21:09,0.195,R,0.27,99.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,726
12FS139,DS1,7/7/12 21:29,0.189,R,0.25,99.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"1,121"
12FW244,DS1,7/7/12 21:49,0.186,R,0.24,107.4,--,7.54,--,8.48,1.37,3.73,3.59,10.1,5.73,9.3,32,0.9,0.08,5.81,2.68,"1,363"
12FS140,DS1,7/7/12 21:49,0.186,R,0.24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
12FS141,DS1,7/7/12 22:09,0.186,R,0.24,99.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,327
12FS142,DS1,7/7/12 22:29,0.183,R,0.23,99.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,251
12FS143,DS1,7/7/12 22:49,0.18,R,0.22,96.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,240
12FS144,DS1,7/7/12 23:09,0.18,R,0.22,101.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,152
12FS145,DS1,7/7/12 23:29,0.177,R,0.21,102.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,135
12FS146,DS1,7/7/12 23:49,0.177,R,0.21,97.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,128
12FS147,DS1,7/8/12 0:09,0.174,R,0.2,101.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,101
12FS148,DS1,7/8/12 0:29,0.171,R,0.2,98,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,257
12FW245,DS1,7/8/12 0:49,0.177,R,0.21,101.5,--,--,--,8.76,1.32,3.74,3.79,11,4.71,10.3,34.3,0.34,0.05,5.7,2.67,217
12FS149,DS1,7/8/12 0:49,0.177,R,0.21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
12FW252,DS1,7/11/12 11:05,0.192,R,0.26,113.5,--,7.88,12.5,9.33,0.839,4.08,3.94,11.8,4.22,11.6,38.3,0.31,<0.05,4.67,2.32,19
12FW258,DS1,7/18/12 10:13,0.143,R,0.13,110,--,7.73,12.7,9.58,0.778,4.01,4.03,11.9,4.4,11.1,38.8,0.08,<0.05,2.79,2.34,<6
12FW271,DS1,7/25/12 13:15,0.119,M,0.085,109,--,7.94,16.3,9.43,0.791,3.92,4.08,11.9,3.77,10.7,40.1,0.08,<0.05,2.34,2.22,7
12FW282,DS1,7/31/12 9:42,0.131,R,0.1,113.3,--,7.83,13.2,9.86,0.857,4.17,4.11,11.8,4.08,10.1,42.5,<0.02,<0.05,3.16,2.57,26
12FW289,DS1,8/15/12 9:05,0.085,R,0.04,120.6,--,7.67,12.5,10.5,0.795,4.58,4.5,11.9,3.9,13.5,46.4,<0.02,0.05,1.61,2.08,<6
12FW295,DS1,9/20/12 9:20,--,M,0.01,139,--,7.86,8.8,12.6,0.975,5.48,5.58,12.1,3.76,20.7,50.6,<0.02,<0.05,1.28,1.88,<6
12FW300,DS1,11/1/12 9:50,--,M,0.019,133,--,7.56,4.1,12.6,0.948,5.8,5.48,12,3.9248,20.1,49.8,0.0271,<0.05,1.15,1.84,<6
13FW003,DS1,1/24/13 11:15,--,E,0.014,160,--,7.56,0.5,13.6,0.909,6.2,7.25,11,6.75,30.3,43.5,0.17,<0.03,0.86,1.95,<6
13FW009,DS1,3/21/13 11:55,--,E,0.019,193,--,7.69,2.7,16.5,1.03,7.64,7.25,10.8,5.66,43.1,46.9,0.58,<0.03,1.07,1.48,9
13FW015,DS1,4/8/13 12:45,0.143,M,0.054,165,--,7.31,5.3,14.4,1.01,6.47,6.31,10.7,6.82,31.7,43.9,0.41,<0.03,1.62,1.59,<6
13FW021,DS1,4/22/13 12:35,0.195,R,0.17,191.3,--,7.46,2,17.8,1.35,8.14,6.31,12.7,8.58,35.9,48.1,4.51,<0.03,3.36,2.25,108
13FW027,DS1,4/29/13 12:20,0.259,R,0.4,140.3,--,8.02,5.9,12.5,1.14,5.92,4.87,12.2,7.18,21,37.4,2.2,<0.03,5.58,2.43,38
13FW037,DS1,5/6/13 10:06,0.296,R,0.59,130,--,7.88,4.6,11.6,1.07,5.38,4.54,12.9,7,18.8,37.3,1.78,<0.03,5.24,2.48,19
13FW043,DS1,5/10/13 10:30,0.427,R,1.8,124.2,--,7.72,6,10.9,1.38,4.72,4.75,12.8,4.9,17.3,35.3,1.9,<0.03,7.69,2.56,106
13FW051,DS1,5/15/13 10:38,--,E,1.3,87.8,--,7.64,6.6,7.3,1.05,3.24,3.9,10.7,4.3,10.5,26,0.5,<0.03,6.52,2.53,29
13FW057,DS1,5/22/13 10:05,--,M,0.59,82,--,7.62,6.6,6.66,0.808,2.95,3.48,10.1,2.8,9.4,26.6,0.3,<0.03,4.1,2.44,9
13FW063,DS1,5/29/13 12:15,0.338,M,0.59,59,--,7.74,7.4,4.99,0.636,2.17,2.72,8.97,1.7,6.4,22.4,0.1,<0.03,3.32,2.46,7
13FW069,DS1,6/5/13 10:27,0.311,R,0.42,65.6,--,7.6,6.8,5.65,0.654,2.51,2.91,9.06,1.6,7.6,25.4,0.1,<0.03,2.73,2.34,6
13FW075,DS1,6/11/13 12:10,0.299,R,0.37,55.4,--,7.81,10.9,4.74,0.568,2.07,2.55,8.56,1.2,5.9,22.6,0.1,<0.03,2.18,2.37,<6
13FW081,DS1,6/19/13 11:30,0.268,R,0.22,66.5,--,7.59,11.2,5.7,0.595,2.51,2.93,9.13,1.3,7.6,26.7,0.1,<0.03,1.74,2.25,<6
13FW087,DS1,6/26/13 11:10,0.226,R,0.13,78.8,--,7.53,11.5,6.89,0.683,3.07,3.4,9.99,1.4,9.7,30.8,0.1,<0.03,1.69,2.2,<6
13FW093,DS1,7/1/13 11:15,0.201,M,0.082,94.8,--,7.65,12.7,7.85,0.761,3.51,3.79,10.6,1.6,11.1,34.5,<0.03,<0.03,1.82,2.21,<6
13FW099,DS1,7/8/13 11:00,0.165,R,0.04,111,7.09,--,14,9.12,0.848,3.97,3.74,11.3,1.9,14.4,39.6,0.17,<0.03,1.69,2.1,<6
13FS024,DS1,7/12/13 14:55,0.204,R,0.088,148,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,834
13FS025,DS1,7/12/13 15:05,0.198,R,0.079,143,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"1,470"
13FW104,DS1,7/12/13 15:15,0.204,R,0.088,166,--,7.7,20.2,13.2,1.68,6.88,3.66,9.35,15.8,13.8,46.9,1.04,0.03,4.32,2.35,"1,721"
13FS026,DS1,7/12/13 15:25,0.198,R,0.079,167,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"1,632"
13FS027,DS1,7/12/13 15:35,0.207,R,0.093,155,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,789
13FS028,DS1,7/12/13 15:45,0.204,R,0.088,149,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,667
13FS029,DS1,7/12/13 15:47,0.204,R,0.088,152,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,664
13FS030,DS1,7/12/13 16:07,0.207,R,0.093,165,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"1,298"
13FS031,DS1,7/12/13 16:27,0.204,R,0.088,151,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,374
13FW106,DS1,7/13/13 9:34,0.177,R,0.051,105,--,7.71,20.6,9.14,0.869,4.06,3.78,11.6,2.5,13.4,41,0.2,<0.03,1.64,2.55,11
13FW117,DS1,7/15/13 3:10,0.241,R,0.16,93,--,7.96,18.2,8.03,1.02,3.83,3.17,10.2,3.9,8.6,36.9,0.38,<0.03,2.94,2.51,232
13FS057,DS1,7/15/13 3:20,0.244,R,0.17,95,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,440
13FS058,DS1,7/15/13 3:30,0.238,R,0.16,93,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,402
13FS059,DS1,7/15/13 3:40,0.238,R,0.16,94,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,319
13FS060,DS1,7/15/13 3:50,0.238,R,0.16,96,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,282
13FS061,DS1,7/15/13 4:00,0.238,R,0.16,98,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,258
13FS062,DS1,7/15/13 4:02,0.238,R,0.16,100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,257
13FS063,DS1,7/15/13 4:22,0.241,R,0.16,100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,210
13FW118,DS1,7/15/13 4:42,0.238,R,0.16,100,--,7.88,17.6,8.63,0.97,3.85,3.25,10.6,4.5,8.7,38.3,0.28,<0.03,3.21,2.76,97
13FS064,DS1,7/15/13 5:02,0.235,R,0.15,102,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,117
13FS065,DS1,7/15/13 5:22,0.247,R,0.18,99,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,102
13FS066,DS1,7/15/13 5:42,0.241,R,0.16,115,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,494
13FS067,DS1,7/15/13 6:02,0.247,R,0.18,106,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"1,269"
13FW119,DS1,7/15/13 6:22,0.25,R,0.19,106,--,7.81,16.4,9,1.47,4.37,3.25,9.43,7,11.4,34.1,0.53,<0.03,5.03,2.8,854
13FS068,DS1,7/15/13 6:42,0.241,R,0.16,116,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,540
13FS069,DS1,7/15/13 7:02,0.244,R,0.17,129,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,307
13FS070,DS1,7/15/13 7:22,0.232,R,0.14,117,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,182
13FS071,DS1,7/15/13 7:42,0.232,R,0.14,130,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,107
13FS072,DS1,7/15/13 8:02,0.232,R,0.14,121,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,109
13FW120,DS1,7/15/13 8:22,0.244,R,0.17,115,--,7.81,16.4,9.46,1.02,4.8,3.61,11.3,5.2,11.5,41.3,0.22,<0.03,3.46,2.94,45
13FS073,DS1,7/15/13 8:42,0.241,R,0.16,117,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,70
13FS074,DS1,7/15/13 9:02,0.235,R,0.15,114,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,81
13FS075,DS1,7/15/13 9:22,0.232,R,0.14,107,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,90
13FS076,DS1,7/15/13 9:42,0.232,R,0.14,114,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,84
13FW128,DS1,7/19/13 11:10,0.204,R,0.088,135.8,--,7.67,14,12.8,1.1,5.56,4.49,13.4,3.8,17.4,49.1,0.1,<0.03,2.44,2.16,10
13FW142,DS1,8/7/13 11:50,0.168,M,0.042,153.6,--,7.82,12.8,14.6,1.2,6.29,5.45,13.9,4.01,21.1,54.6,0.07,<0.03,1.75,1.96,<6
13FW152,DS1,8/21/13 10:20,0.155,R,0.031,164,--,7.87,13.2,15.4,1.24,6.6,5.94,14,4.7,22.5,57,<0.03,<0.03,1.67,1.94,<6
13FW174,DS1,10/17/13 15:40,--,M,0.11,167,--,7.61,5.7,14.7,1.4,6.48,5.16,12.3,3.2,27.1,52,0.23,<0.03,2.5,2.02,<6
13FW183,DS1,11/6/13 12:45,--,M,0.037,199,--,7.47,2.3,17.1,1.4,7.77,5.73,11.6,3.4,36,56.6,0.3,<0.03,2.2,1.58,17
13FW194,DS1,12/16/13 12:55,--,E,0.031,170,--,7.6,0.8,15.2,1.26,7.23,5.6,11,2.97,34.3,51.9,0.24,<0.03,1.7,1.51,<6
14FW003,DS1,2/27/14 11:45,--,E,0.03,195.6,--,7.93,0.7,17.2,1.27,8.26,6.56,10.9,5.27,41.1,54,0.48,--,1.5,1.8,<6
14FW009,DS1,4/11/14 12:30,--,M,0.26,130,--,7.73,4.6,11.3,1.11,5.22,4.75,10.7,5.85,15.7,46,0.38,<0.04,2.9,2.2,<6
14FW015,DS1,4/21/14 13:21,0.402,M,0.74,102,--,7.73,5.7,8.94,1.06,3.88,3.97,10.7,4.75,10.3,36,0.34,<0.04,4.9,2.42,30
14FW021,DS1,5/1/14 11:30,0.335,M,0.48,90.8,--,7.62,4.2,8.08,0.927,3.51,3.61,10.6,3.06,9.7,35,0.17,<0.04,3.7,2.3,11
14FW027,DS1,5/14/14 10:30,--,E,0.4,102.8,--,7.62,3.5,8.82,0.933,3.96,4.02,10.4,3.23,12.3,36,0.54,<0.04,3.1,2.24,11
14FW033,DS1,5/23/14 11:30,--,E,1.08,75.4,--,8.16,7.8,6.33,0.824,2.67,2.95,10,1.9,7.15,29,<0.03,<0.04,4.5,2.42,14
14FW039,DS1,5/29/14 14:03,--,E,1.59,74.8,--,7.8,9.4,6.83,0.843,2.82,2.84,10.1,1.51,8.26,30,0.21,<0.04,3.9,2.47,15
14FW049,DS1,6/12/14 12:00,0.347,M,0.54,67.5,--,7.71,8.4,5.89,0.696,2.46,2.44,9.05,1.01,7.12,28,0.1,<0.04,2.1,2.72,7
14FW055,DS1,6/20/14 12:24,0.277,R,0.28,70.5,--,7.83,11,6.06,0.713,2.61,2.57,9.17,0.96,7.37,29,0.09,<0.04,1.7,2.65,<6
14FW061,DS1,7/3/14 9:05,0.241,R,0.19,76.7,--,7.79,10.4,6.67,0.77,2.9,2.68,9.53,2.87,8.3,31,0.14,<0.04,1.9,2.41,<6
14FW067,DS1,7/16/14 12:18,0.192,R,0.1,114.3,--,7.82,14.1,10.3,1.09,4.56,3.8,11.5,1.66,14.4,46,0.13,<0.04,1.7,2.48,<6
14FW075,DS1,7/29/14 11:58,0.155,R,0.05,142.7,--,8.05,15.2,12.8,1.31,5.76,4.68,12.5,1.78,19.5,55,0.12,<0.04,1.7,2.68,<6
14FW079,DS1,7/30/14 10:10,0.198,R,0.11,138,--,7.93,14.8,12,1.33,5.49,4.41,11.4,6.49,14.4,49,0.31,<0.04,2.2,2.52,41
14FS062,DS1,7/30/14 10:10,0.198,R,0.11,110.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,45
14FS063,DS1,7/30/14 11:10,0.201,R,0.11,124.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,52
14FS064,DS1,7/30/14 12:10,0.198,R,0.11,115.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25
14FS065,DS1,7/30/14 13:10,0.201,R,0.11,120,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16
14FS066,DS1,7/30/14 14:10,0.198,R,0.11,110.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9
14FS067,DS1,7/30/14 15:10,0.201,R,0.11,114.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8
14FS068,DS1,7/30/14 16:10,0.204,R,0.12,112.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27
14FS069,DS1,7/30/14 17:10,0.204,R,0.12,114.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14
14FS070,DS1,7/30/14 18:10,0.207,R,0.12,110.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22
14FS071,DS1,7/30/14 19:10,0.207,R,0.12,109.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20
14FS072,DS1,7/30/14 20:10,0.204,R,0.12,115.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11
14FS073,DS1,7/30/14 21:10,0.204,R,0.12,112.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8
14FS074,DS1,7/30/14 22:10,0.204,R,0.12,110.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8
14FS075,DS1,7/30/14 23:10,0.207,R,0.12,107.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8
14FS076,DS1,7/31/14 0:10,0.207,R,0.12,109,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7
14FW091,DS1,7/31/14 1:10,0.21,R,0.13,107.9,--,7.95,18.3,10.7,1.16,4.69,4.03,11.7,3.14,12,48,0.44,<0.04,2.4,2.61,7
14FS077,DS1,7/31/14 2:10,0.207,R,0.12,107.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7
14FS078,DS1,7/31/14 3:10,0.21,R,0.13,110.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<6
14FS079,DS1,7/31/14 4:10,0.207,R,0.12,110.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<6
14FS080,DS1,7/31/14 5:10,0.204,R,0.12,111.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<6
14FS081,DS1,7/31/14 6:10,0.204,R,0.12,114.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<6
14FS082,DS1,7/31/14 7:10,0.201,R,0.11,112.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<6
14FW092,DS1,7/31/14 8:10,0.201,R,0.11,115.6,--,7.86,18.4,11.3,1.18,4.96,4.18,12,3.18,13,49,0.41,<0.04,2.5,2.77,<6
14FS083,DS1,7/31/14 9:10,0.198,R,0.11,111.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<6
14FW098,DS1,8/19/14 12:55,0.125,R,0.03,160.3,--,7.78,15.2,14.6,1.39,6.67,5.24,12.7,2.95,22.3,62,0.11,<0.04,1.87,2.13,<6
14FW104,DS1,9/10/14 11:50,0.116,R,0.02,169.2,--,7.9,12.1,15.9,1.42,7.86,5.74,12.9,3.44,24,65,0.04,<0.04,1.62,1.83,<6
14FW110,DS1,10/1/14 13:02,0.11,M,0.02,174,--,7.91,10.3,16.2,1.42,8.08,5.98,12,3.17,25.5,66,<0.03,<0.04,1.58,1.87,<6
14FW116,DS1,11/20/14 13:00,--,M,0.03,165,--,7.69,2.2,15.2,1.2,7.2,6.03,11.1,3.5,27.2,58,0.15,<0.04,1.2,1.66,<6
15FW003,DS1,1/30/15 10:47,--,M,0.015,163,--,7.94,1.4,14.9,1.15,6.91,6.33,10.7,2.98,31.7,53.4,0.42,<0.04,0.94,1.79,<6
15FW009,DS1,4/10/15 11:06,0.213,M,0.113,130,--,7.78,4.6,11.2,1.03,5.1,5.01,10.4,7.12,15.9,43.6,0.2,<0.04,2.094,2.09,<6
15FW013,DS1,5/1/15 10:09,0.445,M,1.02,120,--,7.66,5.9,9.74,1.05,4.26,4.04,12.1,4.57,11.9,39.6,0.4,<0.04,4.67,2.64,22
15FW018,DS1,5/12/15 11:45,--,E,3.682,126.5,--,8.01,6.9,11,1.26,4.93,3.85,13.2,2.9,19,40.4,0.9,<0.04,5.77,2.55,28
15FW024,DS1,5/29/15 10:46,0.366,M,1.02,116,--,7.73,7.4,10.7,1.08,4.95,3.75,12.2,2.37,18.5,40.8,0.45,0.06,4.336,2.36,17
15FW028,DS1,6/16/15 13:25,0.294,M,0.623,68,--,7.77,10.7,5.5,0.655,2.41,2.35,8.97,0.89,7.47,27.3,0.04,<0.04,2.302,2.54,<6
15FW031,DS1,6/30/15 11:07,--,M,0.218,87.8,--,7.61,13.1,7.58,0.827,3.42,2.93,10.2,1.02,10.84,36,0.08,<0.04,1.908,2.21,<6
15FW037,DS1,7/9/15 10:37,0.263,R,0.481,118,--,8.04,11.8,10.2,0.987,4.54,3.73,11.8,2.58,13.1,46.2,0.21,<0.04,3.87,2.98,11
15FW043,DS1,7/21/15 11:10,--,M,0.204,116.3,--,7.64,12.9,10.6,0.897,4.55,3.77,11.3,2.17,13.5,48,0.09,<0.04,2.21,2.21,<6
15FW052,DS1,8/11/15 11:16,0.103,R,0.057,149.5,--,7.73,15.2,14.1,1.37,6.64,4.84,12.9,1.9,22.4,57.6,0.2,<0.04,1.66,2.37,<6
15FW058,DS1,9/1/15 12:37,0.073,M,0.022,177,--,8.02,15,15.4,1.47,7,5.4,11.8,2.3,28.5,63,0.18,<0.04,1.6,2.09,<6
15FW062,DS1,9/17/15 12:05,0.065,R,0.02,181,--,8,12.6,16.7,1.58,7.59,5.88,12.1,2.4,31.1,64.3,0.16,<0.04,1.68,1.75,74
15FW067,DS1,10/13/15 14:00,0.067,M,0.022,190,--,7.62,11.1,16.5,1.5,7.86,6.06,11.8,2.7,34.2,64.1,0.17,<0.04,1.25,2.39,<6
15FW073,DS1,11/3/15 11:42,--,R,0.031,177,--,7.91,5.3,16.9,1.36,7.65,6.29,11.3,4.9,32.6,61.4,0.43,<0.04,1.29,1.54,<6
