"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Marhaba T.F.; Borgaonkar A.D.; Punburananon K.","Marhaba, Taha F. (6603810724); Borgaonkar, Ashish D. (57222177216); Punburananon, Krit (26634213200)","6603810724; 57222177216; 26634213200","Principal component regression model applied to dimensionally reduced spectral fluorescent signature for the determination of organic character and THM formation potential of source water","2009","Journal of Hazardous Materials","169","1-3","","998","1004","6","14","10.1016/j.jhazmat.2009.04.047","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649786578&doi=10.1016%2fj.jhazmat.2009.04.047&partnerID=40&md5=a94c2d29b52fbb02184151863daaf1c7","Article","Final","","Scopus","2-s2.0-67649786578"
"Rothwell J.J.; Taylor K.G.; Ander E.L.; Evans M.G.; Daniels S.M.; Allott T.E.H.","Rothwell, J.J. (16417575200); Taylor, K.G. (35428783800); Ander, E.L. (9238936800); Evans, M.G. (56066331200); Daniels, S.M. (16444191900); Allott, T.E.H. (6603541353)","16417575200; 35428783800; 9238936800; 56066331200; 16444191900; 6603541353","Arsenic retention and release in ombrotrophic peatlands","2009","Science of the Total Environment","407","4","","1405","1417","12","61","10.1016/j.scitotenv.2008.10.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57049115936&doi=10.1016%2fj.scitotenv.2008.10.015&partnerID=40&md5=800baacccfedd426e67b00db44843fcf","Article","Final","","Scopus","2-s2.0-57049115936"
"Spencer R.G.M.; Aiken G.R.; Wickland K.P.; Striegl R.G.; Hernes P.J.","Spencer, Robert G. M. (15063517300); Aiken, George R. (7006822096); Wickland, Kimberly P. (6505788232); Striegl, Robert G. (6603865712); Hernes, Peter J. (6602564562)","15063517300; 7006822096; 6505788232; 6603865712; 6602564562","Seasonal and spatial variability in dissolved organic matter quantity and composition from the Yukon River basin, Alaska","2008","Global Biogeochemical Cycles","22","4","GB4002","","","","265","10.1029/2008GB003231","https://www.scopus.com/inward/record.uri?eid=2-s2.0-64349085944&doi=10.1029%2f2008GB003231&partnerID=40&md5=bb8c26d80b79c125da94e2d4352abcb9","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-64349085944"
"Wagener T.; Pulido-Villena E.; Guieu C.","Wagener, Thibaut (16246865300); Pulido-Villena, Elvira (11840492400); Guieu, Cécile (6701902921)","16246865300; 11840492400; 6701902921","Dust iron dissolution in seawater: Results from a one-year time-series in the Mediterranean Sea","2008","Geophysical Research Letters","35","16","L16601","","","","58","10.1029/2008GL034581","https://www.scopus.com/inward/record.uri?eid=2-s2.0-56449108356&doi=10.1029%2f2008GL034581&partnerID=40&md5=e1fab1bb78bd878fbf929a721f0d6f2e","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-56449108356"
"Dodds W.K.; Blair J.M.; Henebry G.M.; Koelliker J.K.; Ramundo R.; Tate C.M.","Dodds, W.K. (7201837173); Blair, J.M. (7203040256); Henebry, G.M. (6603837254); Koelliker, J.K. (7003510364); Ramundo, R. (6507986609); Tate, C.M. (7103194723)","7201837173; 7203040256; 6603837254; 7003510364; 6507986609; 7103194723","Nitrogen transport from tallgrass prairie watersheds","1996","Journal of Environmental Quality","25","5","","973","981","8","56","10.2134/jeq1996.00472425002500050007x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030248004&doi=10.2134%2fjeq1996.00472425002500050007x&partnerID=40&md5=85d648a096e3d7fb87f3370e920aeb69","Conference paper","Final","","Scopus","2-s2.0-0030248004"
"Riggan P.J.; Lockwood R.N.; Jacks P.M.; Colver C.G.; Weirich F.; DeBano L.F.; Brass J.A.","Riggan, Philip J. (6604086676); Lockwood, Robert N. (7004381534); Jacks, Paula M. (6508308441); Colver, Charles G. (6507301455); Weirich, Frank (6603758635); DeBano, Leonard F. (6701314363); Brass, James A. (7003834967)","6604086676; 7004381534; 6508308441; 6507301455; 6603758635; 6701314363; 7003834967","Effects of Fire Severity on Nitrate Mobilization in Watersheds Subject to Chronic Atmospheric Deposition","1994","Environmental Science and Technology","28","3","","369","375","6","81","10.1021/es00052a005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028184220&doi=10.1021%2fes00052a005&partnerID=40&md5=c724d38c6edf969e6131d70de4d8e40b","Article","Final","","Scopus","2-s2.0-0028184220"
"Harris B.C.; Bonner J.S.; Autenrieth R.L.","Harris, B.C. (7201405141); Bonner, J.S. (7202131841); Autenrieth, R.L. (7004700378)","7201405141; 7202131841; 7004700378","Nutrient dynamics in marsh sediments contaminated by an oil spill following a flood","1999","Environmental Technology (United Kingdom)","20","8","","795","810","15","17","10.1080/09593332008616876","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033172663&doi=10.1080%2f09593332008616876&partnerID=40&md5=a63990a0be8d6e47d79db6f9e600ec01","Article","Final","","Scopus","2-s2.0-0033172663"
"Gottfried G.J.; Debano L.F.","Gottfried, G.J. (7004864501); Debano, L.F. (6701314363)","7004864501; 6701314363","Streamflow and water quality responses to preharvest prescribed burning in an undisturbed ponderosa pine watershed","1990","General Technical Report - US Department of Agriculture, Forest Service","","RM-191","","222","228","6","12","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025584873&partnerID=40&md5=3e90d7b5377b9e629867e3153d4b857e","Article","Final","","Scopus","2-s2.0-0025584873"
"Huvane J.K.; Whitehead D.R.","Huvane, J.K. (6506383704); Whitehead, D.R. (35566814200)","6506383704; 35566814200","The paleolimnology of North Pond: Watershed-lake interactions","1996","Journal of Paleolimnology","16","3","","323","354","31","12","10.1007/BF00207576","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030302677&doi=10.1007%2fBF00207576&partnerID=40&md5=ad648313a625724c5df3b11e3c0f6dfb","Article","Final","","Scopus","2-s2.0-0030302677"
"France R.; Steedman R.; Lehmann R.; Peters R.","France, R. (7101667547); Steedman, R. (7004565610); Lehmann, R. (57194936577); Peters, R. (7401442313)","7101667547; 7004565610; 57194936577; 7401442313","Landscape modification of DOC concentration in Boreal Lakes: Implications for UV-B sensitivity","2000","Water, Air, and Soil Pollution","122","1-2","","153","162","9","23","10.1023/a:1005239721834","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034254758&doi=10.1023%2fa%3a1005239721834&partnerID=40&md5=f91199f8ca313dc4a41d90a4f738a992","Conference paper","Final","","Scopus","2-s2.0-0034254758"
"Schindler D.W.; Bayley S.E.; Curtis P.J.; Parker B.R.; Stainton M.P.; Kelly C.A.","Schindler, D.W. (23081394300); Bayley, S.E. (7005373875); Curtis, P.J. (35605820500); Parker, B.R. (7202766931); Stainton, M.P. (7004590450); Kelly, C.A. (7401584028)","23081394300; 7005373875; 35605820500; 7202766931; 7004590450; 7401584028","Natural and man-caused factors affecting the abundance and cycling of dissolved organic substances in precambrian shield lakes","1992","Hydrobiologia","229","1","","1","21","20","150","10.1007/BF00006987","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027037235&doi=10.1007%2fBF00006987&partnerID=40&md5=2f68ffc52ddb2e5fee93f977048539e2","Article","Final","","Scopus","2-s2.0-0027037235"
"BRITTON D.L.","BRITTON, D.L. (7102628312)","7102628312","Fire and the dynamics of allochthonous detritus in a South African mountain stream","1990","Freshwater Biology","24","2","","347","360","13","21","10.1111/j.1365-2427.1990.tb00715.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025607547&doi=10.1111%2fj.1365-2427.1990.tb00715.x&partnerID=40&md5=1668c95f85fea65f1bcc1d83124a6824","Article","Final","","Scopus","2-s2.0-0025607547"
"Garcia E.; Carignan R.","Garcia, Edenise (8330013700); Carignan, Richard (7005707583)","8330013700; 7005707583","Impact of wildfire and clear-cutting in the boreal forest on methyl mercury in zooplankton","1999","Canadian Journal of Fisheries and Aquatic Sciences","56","2","","339","345","6","76","10.1139/f98-164","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033031052&doi=10.1139%2ff98-164&partnerID=40&md5=fb41dc971640fcef48521f372cbc2f49","Article","Final","","Scopus","2-s2.0-0033031052"
"MacKay S.M.; Robinson G.","MacKay, S.M. (7102198120); Robinson, G. (7402254954)","7102198120; 7402254954","Effects of wildfire and logging on streamwater chemistry and cation exports of small forested catchments in Southeastern New South Wales, Australia","1987","Hydrological Processes","1","4","","359","384","25","23","10.1002/hyp.3360010405","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023525077&doi=10.1002%2fhyp.3360010405&partnerID=40&md5=683b5fe61015f5a7070aa6eb7d0384fa","Article","Final","","Scopus","2-s2.0-0023525077"
"Goodale C.L.; Aber J.D.; McDowell W.H.","Goodale, Christine L. (6701553550); Aber, John D. (7007157171); McDowell, William H. (7006465552)","6701553550; 7007157171; 7006465552","The long-term effects of disturbance on organic and inorganic nitrogen export in the White Mountains, New Hampshire","2000","Ecosystems","3","5","","433","450","17","182","10.1007/s100210000039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033665306&doi=10.1007%2fs100210000039&partnerID=40&md5=8023064266e7b11581f6d2a6dde7fe6d","Article","Final","","Scopus","2-s2.0-0033665306"
"Earl S.R.; Blinn D.W.","Earl, Stevan R. (15729376900); Blinn, Dean W. (7004097141)","15729376900; 7004097141","Effects of wildfire ash on water chemistry and biota in south-western U.S.A. streams","2003","Freshwater Biology","48","6","","1015","1030","15","132","10.1046/j.1365-2427.2003.01066.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038685833&doi=10.1046%2fj.1365-2427.2003.01066.x&partnerID=40&md5=cae88edcb36a463b4a3c9e8d13f7291e","Article","Final","","Scopus","2-s2.0-0038685833"
"Schaefer D.A.; McDowell W.H.; Scatena F.N.; Asbury C.E.","Schaefer, Douglas A. (7101926853); McDowell, William H. (7006465552); Scatena, Fredrick N. (35614096800); Asbury, Clyde E. (7003633128)","7101926853; 7006465552; 35614096800; 7003633128","Effects of hurricane disturbance on stream water concentrations and fluxes in eight tropical forest watersheds of the Luquillo Experimental Forest, Puerto Rico","2000","Journal of Tropical Ecology","16","2","","189","207","18","57","10.1017/S0266467400001358","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034055536&doi=10.1017%2fS0266467400001358&partnerID=40&md5=cd0f330e6a9c499cb8152b6527fb4e62","Article","Final","","Scopus","2-s2.0-0034055536"
"Gerla P.J.; Galloway J.M.","Gerla, P.J. (6603609328); Galloway, J.M. (57198274195)","6603609328; 57198274195","Water quality of two streams near Yellowstone Park, Wyoming, following the 1988 Clover-Mist wildfire","1998","Environmental Geology","36","1-2","","127","136","9","21","10.1007/s002540050328","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032214913&doi=10.1007%2fs002540050328&partnerID=40&md5=1d80c6c7ace59ccaacc3cbf28c203c35","Article","Final","","Scopus","2-s2.0-0032214913"
"Tiedemann A.R.; Helvey J.D.; Anderson T.D.","Tiedemann, A.R. (7003957742); Helvey, J.D. (6603921736); Anderson, T.D. (56320594500)","7003957742; 6603921736; 56320594500","Stream chemistry and watershed nutrient economy following wildfire and fertilization in Eastern Washington","1978","Journal of Environmental Quality","7","4","","580","588","8","63","10.2134/jeq1978.00472425000700040023x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0018085193&doi=10.2134%2fjeq1978.00472425000700040023x&partnerID=40&md5=2fc979cc24f3222da2fa6d6e53a79a09","Article","Final","","Scopus","2-s2.0-0018085193"
"Hauer F.R.; Spencer C.N.","Hauer, F. Richard (7003367487); Spencer, Craig N. (57207775124)","7003367487; 57207775124","Phosphorus and nitrogen dynamics in streams associated with wildfire: A study of immediate and longterm effects","1998","International Journal of Wildland Fire","8","4","","183","198","15","78","10.1071/WF9980183","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032237065&doi=10.1071%2fWF9980183&partnerID=40&md5=f4e3b5d0fa86b08d2cd29130f32735d0","Article","Final","","Scopus","2-s2.0-0032237065"
"Schindler D.W.; Curtis P.J.; Bayley S.E.; Parker B.R.; Beaty K.G.; Stainton M.P.","Schindler, David W. (23081394300); Curtis, P. Jefferson (35605820500); Bayley, Suzanne E. (7005373875); Parker, Brian R. (7202766931); Beaty, Ken G. (6701452330); Stainton, Michael P. (7004590450)","23081394300; 35605820500; 7005373875; 7202766931; 6701452330; 7004590450","Climate-induced changes in the dissolved organic carbon budgets of boreal lakes","1997","Biogeochemistry","36","1","","9","28","19","253","10.1023/A:1005792014547","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030612946&doi=10.1023%2fA%3a1005792014547&partnerID=40&md5=b88979a8e0d1159c4c75d6975ad421e1","Article","Final","","Scopus","2-s2.0-0030612946"
"Buhl K.J.; Hamilton S.J.","Buhl, Kevin J. (7004695594); Hamilton, Steven J. (7402243577)","7004695594; 7402243577","Acute toxicity of fire-control chemicals, nitrogenous chemicals, and surfactants to rainbow trout","2000","Transactions of the American Fisheries Society","129","2","","408","418","10","39","10.1577/1548-8659(2000)129<0408:ATOFCC>2.0.CO;2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034108458&doi=10.1577%2f1548-8659%282000%29129%3c0408%3aATOFCC%3e2.0.CO%3b2&partnerID=40&md5=62c67bafe2f79832fe91e9298e203a5d","Article","Final","","Scopus","2-s2.0-0034108458"
"Moore T.R.","Moore, T.R. (57203784432)","57203784432","Dissolved organic carbon in a northern boreal landscape","2003","Global Biogeochemical Cycles","17","4","","20","1","-19","75","10.1029/2003gb002050","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1642399890&doi=10.1029%2f2003gb002050&partnerID=40&md5=0fbd9a8cef9d1a922f58ddbe57a38f56","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-1642399890"
"Carignan R.; D'Arcy P.; Lamontagne S.","Carignan, R. (7005707583); D'Arcy, P. (12138814400); Lamontagne, S. (6603886529)","7005707583; 12138814400; 6603886529","Comparative impacts of fire and forest harvesting on water quality in Boreal Shield lakes","2000","Canadian Journal of Fisheries and Aquatic Sciences","57","SUPPL. 2","","105","117","12","175","10.1139/f00-125","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033763281&doi=10.1139%2ff00-125&partnerID=40&md5=5ca884610f0f42c57030a44a68c3fcad","Article","Final","","Scopus","2-s2.0-0033763281"
"Davis E.A.","Davis, E.A. (7402374491)","7402374491","Prescribed fire in Arizona chaparral: Effects on stream water quality","1989","Forest Ecology and Management","26","3","","189","206","17","14","10.1016/0378-1127(89)90120-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024567516&doi=10.1016%2f0378-1127%2889%2990120-5&partnerID=40&md5=9ca8ed95dad77b98fef6a44ef221497a","Article","Final","","Scopus","2-s2.0-0024567516"
"Rlggan P.J.; Lockwood R.N.; Lopez E.N.","Rlggan, Philip J. (57194813165); Lockwood, Robert N. (7004381534); Lopez, Ernest N. (7202905766)","57194813165; 7004381534; 7202905766","Deposition and Processing of Airborne Nitrogen Pollutants in Mediterranean-Type Ecosystems of Southern California","1985","Environmental Science and Technology","19","9","","781","789","8","92","10.1021/es00139a003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022130865&doi=10.1021%2fes00139a003&partnerID=40&md5=596ce3cb59752f0f64c43fdbc8456fcc","Article","Final","","Scopus","2-s2.0-0022130865"
"Drummond D.D.; Johnston R.P.B.","Drummond, D.D. (7102695129); Johnston, R.P.B. (7403679308)","7102695129; 7403679308","Hydrogeology and estimation of ground-water contributing areas of the Perryman well field, Harford County, Maryland","1997","Report of Investigations - Maryland Geological Survey","63","","","","","143","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031421774&partnerID=40&md5=40f4cdf3c8c38521a81152b4f38102a0","Article","Final","","Scopus","2-s2.0-0031421774"
"Bayley S.E.; Schindler D.W.; Parker B.R.; Stainton M.P.; Beaty K.G.","Bayley, S.E. (7005373875); Schindler, D.W. (23081394300); Parker, B.R. (7202766931); Stainton, M.P. (7004590450); Beaty, K.G. (6701452330)","7005373875; 23081394300; 7202766931; 7004590450; 6701452330","Effects of forest fire and drought on acidity of a base-poor boreal forest stream: similarities between climatic warming and acidic precipitation","1992","Biogeochemistry","17","3","","191","204","13","70","10.1007/BF00004041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027091367&doi=10.1007%2fBF00004041&partnerID=40&md5=9126d1753b51db9c00dc2962d7e0d449","Article","Final","","Scopus","2-s2.0-0027091367"
"Bayley S.E.; Schindler D.W.; Beaty K.G.; Parker B.R.; Stainton M.P.","Bayley, S.E. (7005373875); Schindler, D.W. (23081394300); Beaty, K.G. (6701452330); Parker, B.R. (7202766931); Stainton, M.P. (7004590450)","7005373875; 23081394300; 6701452330; 7202766931; 7004590450","Effects of multiple fires on nutrient yields from streams draining boreal forest and fen watersheds: nitrogen and phosphorus","1992","Canadian Journal of Fisheries and Aquatic Sciences","49","3","","584","596","12","124","10.1139/f92-068","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026454269&doi=10.1139%2ff92-068&partnerID=40&md5=2961597b41d10c7e77298af442219974","Article","Final","","Scopus","2-s2.0-0026454269"
"Geraldes A.M.; Boavida M.J.","Geraldes, A.M. (6602670456); Boavida, M.J. (7004180891)","6602670456; 7004180891","Distinct age and landscape influence on two reservoirs under the same climate","2003","Hydrobiologia","504","","","277","288","11","18","10.1023/B:HYDR.0000008527.21115.6c","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0345832115&doi=10.1023%2fB%3aHYDR.0000008527.21115.6c&partnerID=40&md5=34d656a39e2d2f0fb55bf3a5301f0250","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-0345832115"
"Kaye J.P.; Hart S.C.; Cobb R.C.; Stone J.E.","Kaye, Jason P. (7201603187); Hart, Stephen C. (56567402100); Cobb, Richard C. (8644781400); Stone, Joseph E. (8121293000)","7201603187; 56567402100; 8644781400; 8121293000","Water and nutrient outflow following the ecological restoration of a ponderosa pine-bunchgrass ecosystem","1999","Restoration Ecology","7","3","","252","261","9","28","10.1046/j.1526-100X.1999.72018.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033385902&doi=10.1046%2fj.1526-100X.1999.72018.x&partnerID=40&md5=e92989529888b91a2bf8d7adfc9d6353","Article","Final","","Scopus","2-s2.0-0033385902"
"Bytnerowicz A.; Padgett P.E.; Parry S.D.; Fenn M.E.; Arbaugh M.J.","Bytnerowicz, A. (7005086550); Padgett, P.E. (7003340859); Parry, S.D. (7101887494); Fenn, M.E. (55351531700); Arbaugh, M.J. (6603919704)","7005086550; 7003340859; 7101887494; 55351531700; 6603919704","Concentrations, deposition, and effects of nitrogenous pollutants in selected California ecosystems.","2001","TheScientificWorldJournal","1 Suppl 2","","","304","311","7","13","10.1100/tsw.2001.395","https://www.scopus.com/inward/record.uri?eid=2-s2.0-2142640759&doi=10.1100%2ftsw.2001.395&partnerID=40&md5=ed474b9bfbf6bdd3ec55d52e5abaacbc","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-2142640759"
"Britton D.L.","Britton, D.L. (7102628312)","7102628312","Fire and the chemistry of a South African mountain stream","1991","Hydrobiologia","218","3","","177","192","15","27","10.1007/BF00038834","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026289672&doi=10.1007%2fBF00038834&partnerID=40&md5=6c8fa3b016ceca73efe9c120c4e3f1bb","Article","Final","","Scopus","2-s2.0-0026289672"
